Title,Poet,text,ctext,Language
Agnibeena,"Ramdhari Singh Dinkar
","वीणा वादिनी, वर दे!  
प्रिय स्वतंत्र-रवी, वर दे!
उज्ज्वल गगन का छोर, चीर  
अग्नि-बाण सा सब ओर वीर  
विकट प्रलय का कर नाद,  
खोल दे अब मृतिका के जाल।

धधकता रहे, यह ह्रदय  
प्रज्वलित प्राणों में, फिर से  
गाए यह जीवन वीणा,  
प्रलय में भी अमर हो जाना।
","O Lute of Fire, grant us your boon!  
Bless us, dear light of freedom's noon!  
Pierce the radiant sky, like flame,  
A hero’s call, fearless in name,  
Roar with a fury, with thunder’s might,  
Break the chains of death’s endless night.

Let this heart burn, with passion aglow,  
And through all lives, let courage grow,  
Let the lute of life sing on,  
Even through the storm, let it live on.
",Hindi
Jhansi ki Rani,"Subhadra Kumari Chauhan
","सिंहासन हिल उठे, राजवंशों ने भृकुटी तानी थी,  
बूढ़े भारत में आई फिर से नयी जवानी थी,  
गुमी हुई आज़ादी की क़ीमत सब ने पहचानी थी,  
दूर फिरंगी को करने की सब ने मन में ठानी थी,  
चमक उठी सन सत्तावन में, वह तलवार पुरानी थी।  
बुंदेले हरबोलों के मुँह हमने सुनी कहानी थी,  
ख़ूब लड़ी मर्दानी वह तो झाँसी वाली रानी थी।

","The throne shook, the royal dynasties furrowed their brows,  
In ancient India, a new youth had begun to arouse,  
The value of lost freedom was finally known,  
The vow to drive the British far away was shown,  
The old sword of '57 once again gleamed bright.  
The ballads of the Bundelas echoed through the night:  
Bravely she fought, a warrior was she—  
The Queen of Jhansi, fierce and free.
",Hindi
Tulsidas ke Dohe,"Tulsidas
","दया धर्म का मूल है, पाप मूल अभिमान।  
तुलसी दया न छाँड़िए, जब लग घट में प्राण। ","Mercy is the root of all religion, pride is the root of all sin.  
Tulsidas says, never abandon mercy, as long as breath is within.",Hindi
Suno Meri Vanshi,"Jaishankar Prasad
","सुनो मेरी वंशी, सुनो,  
आसमान की ऊँचाइयों से।  
बंसुरी की सुर लहरियों में,  
छिपा है मन का सन्देश।  
","Listen to my flute, listen,  
From the heights of the sky.  
In the waves of the flute's notes,  
The message of the heart lies hidden.
",Hindi
Aurat,"Kaifi Azmi
","महलों में रहने वाली,  
रोटी के लिए मिन्नत करने वाली।  
कभी ताजमहल की तरह,  
कभी खुदा की सूरत बनती।  
","The one who dwells in palaces,  
The one who begs for bread.  
At times like the Taj Mahal,  
At times, she takes the form of God.
",Hindi
Ram Ki Shakti Puja,"Suryakant Tripathi 'Nirala'
","हे राम,  
तेरे चरणों में है शक्ति,  
तेरे नाद में है जीवन,  
जो तुझमें है, वही सबमें है।
","O Rama,  
In your feet lies power,  
In your sound is life,  
What is in you, is in all.
",Hindi
Tiranga,"Maithili Sharan Gupt
","सिंह की भांति गर्वित,  
संग्राम की यह निशानी,  
तिरंगे में बसी है,  
हमारी आज़ादी की कहानी।
","Proud like a lion,  
This symbol of the struggle,  
In the tricolor resides,  
The story of our freedom.
",Hindi
Do Boondein,"Harivansh Rai Bachchan
","दो बूंदें, हंसती हुई,  
एक बूँद को तो गले लगा कर,  
दूसरी बूँद फिर रह जाती है,  
खुशियों की हंसी बिखेरती।
","Two drops, laughing,  
One drop embraces the other,  
While the second drop stays back,  
Spreading the laughter of joy.
",Hindi
Vasundhara,"Sumitranandan Pant
","वसुंधरा, धरती माता,  
तेरे चरणों में बसी है,  
जीवन की हर रचना,  
तेरे आंचल में लिपटी है।
","Earth, Mother Earth,  
In your lap lies,  
Every creation of life,  
Wrapped in your embrace.
",Hindi
Khoon ki Dalali,"Pash
","खून की दलाली,  
इंसानियत की हत्यारी,  
राजनीति के खेल में,  
बना दिया है मानवता को मारी।
","Merchants of blood,  
Murderers of humanity,  
In the games of politics,  
They’ve made humanity a casualty.
",Hindi
Chand se Mukhde Pe,"Suryakant Tripathi 'Nirala'
","चाँद से मुखड़े पे,  
तारों की छवि बसी,  
गालों की लाली में,  
खुशबू की गंध है।  
","On the face like the moon,  
The image of stars resides,  
In the blush of the cheeks,  
The fragrance abides.
",Hindi
Ghar Ki Yaad,"Kumar Vishwas
","गुलाब की खुशबू में बसी है,
हरियाली में ढलती सवेरे हैं।
गृहस्थी की ताज़गी है,
घर की याद मन में संजाए।
","In the fragrance of roses, it resides,  
In the greenery, the mornings glide.  
The freshness of homeliness is there,  
Memories of home linger in the air.
",Hindi
Ek Chadar Maili Si,"Rajendra Singh Bedi
","एक चादर मैली सी
कोई खड़ी है बगिया में
बगिया में फूलों से भरी
बगिया में खुशबू है
पर चादर की धारियां
कुचली कुचली सी हैं।

चादर में है धूल
बगिया की हसीन सुबह में
सूरज की किरणों में
चादर की सिलाई को
वो सब देख रही है।

उसके हाथ में छड़ी
आँखों में आंसू
दिमाग में ख्याल
फूलों की पंखुड़ियों पर
चादर का साम्राज्य है।

एक चादर मैली सी
धुंधला सा चेहरा लिए
हाथ में खुशबू की साड़ी लिए
हंसने की ख्वाहिश लिए
सोने की ख्वाहिश लिए।

बगिया की खुशबू में
धुंधला सा चेहरा है
चादर की पहचान है
वो तो एक कहानी है।","A dirty blanket
stands in the garden,
the garden filled with flowers,
the garden full of fragrance,
but the stripes of the blanket
are crumpled and crushed.

The blanket is dusty
in the beautiful morning of the garden,
in the rays of the sun,
the seams of the blanket
are being watched by all.

In her hand is a stick,
tears in her eyes,
thoughts in her mind,
on the petals of the flowers,
lies the empire of the blanket.

A dirty blanket
with a blurred face,
holding a fragrant sari
with a wish to laugh,
with a desire to shine.

In the fragrance of the garden,
there is a blurred face,
the blanket has an identity,
it tells a story.",Hindi
Tumhare Liye,"Brahma Reddy 
","तुम्हारे लिए यह सब कुछ,  
तुम्हारे लिए मेरी हर सांस।  
तुम्हारे बिना अधूरी है मेरी दुनिया,  
तुमसे ही है मुझे जीने की आस।  

तुम्हारी हंसी में है खुशी की बौछार,  
तुम्हारी यादों में बसा है मेरा प्यार।  
तुम हो तो सब कुछ है,  
तुम्हारे बिना सब है बेकार।  
","For you, this is everything,  
For you, my every breath.  
Without you, my world is incomplete,  
It’s you who gives me hope for life and depth.  

In your laughter, joy pours down,  
In your memories, my love is found.  
With you, everything exists,  
Without you, all is lost, I drown.  
",Hindi
